Codigo linea;Descripcion linea;Codigo parada;Parada;Tiempo espera
01;ARANGOITI -BIRIBILA;1306;Ugarteko / Ibarrekolanda;15
01;ARANGOITI -BIRIBILA;1401;Araneko (22);54
01;ARANGOITI -BIRIBILA;1409;Buenavista;9
01;ARANGOITI -BIRIBILA;1411;Ibarrekolanda 19;52
01;ARANGOITI -BIRIBILA;1413;L. Aguirre / Hizkuntza Eskola;19
01;ARANGOITI -BIRIBILA;1414;L. Aguirre / (Bidarte);17
01;ARANGOITI -BIRIBILA;1415;L. Aguirre 42 / Bidarte;50
01;ARANGOITI -BIRIBILA;1423;San Pedro / Eliza;49
01;ARANGOITI -BIRIBILA;1424;San Pío X / F.Maciá;21
01;ARANGOITI -BIRIBILA;1425;San Pío X / H.Aguirre;47
01;ARANGOITI -BIRIBILA;1601;Araneko 17;1
01;ARANGOITI -BIRIBILA;1603;Egileor 4;55
01;ARANGOITI -BIRIBILA;1604;Ganeta Mendia (7);24
01;ARANGOITI -BIRIBILA;1605;Miramarbidea / Eskola;11
01;ARANGOITI -BIRIBILA;1701;Aranekobidea / Cementerio;53
01;ARANGOITI -BIRIBILA;1702;Miramarbidea (47);13
01;ARANGOITI -BIRIBILA;1703;Miramarbidea / Aranekobidea;13
01;ARANGOITI -BIRIBILA;6107;Deustuko Zubia / Zubiarte;22
01;ARANGOITI -BIRIBILA;6109;Elcano 2;24
01;ARANGOITI -BIRIBILA;6110;Elcano 3;44
01;ARANGOITI -BIRIBILA;6113;Gran Vía 7;29
01;ARANGOITI -BIRIBILA;6114;Gran Vía 36;42
01;ARANGOITI -BIRIBILA;6115;Gran Vía 37;26
01;ARANGOITI -BIRIBILA;6117;Gran Vía 8;0
01;ARANGOITI -BIRIBILA;6125;Museo 1 / Henao;45
01;ARANGOITI -BIRIBILA;6126;Plaza Biribila / Gran Vía;0
01;ARANGOITI -BIRIBILA;6204;Deustuko Zubia;45
01;ARANGOITI -BIRIBILA;6219;Moyúa 4;26
03;PLAZA BIRIBILA - OTXARKOAGA;2202;Kristo 1;3
03;PLAZA BIRIBILA - OTXARKOAGA;2415;Zumalacárregui / T.Zubiria;1
03;PLAZA BIRIBILA - OTXARKOAGA;2509;Zumalacárregui 121;8
03;PLAZA BIRIBILA - OTXARKOAGA;3101;Arbolantxa 18;0
03;PLAZA BIRIBILA - OTXARKOAGA;3106;Larratundu 21;1
03;PLAZA BIRIBILA - OTXARKOAGA;3108;Pau Casals / Jesús Galíndez;3
03;PLAZA BIRIBILA - OTXARKOAGA;3115;Zizeruena / Eliza;1
03;PLAZA BIRIBILA - OTXARKOAGA;3116;Zizeruena 22;2
03;PLAZA BIRIBILA - OTXARKOAGA;3117;Larratundu 1;1
03;PLAZA BIRIBILA - OTXARKOAGA;3204;Dr. Ornilla / Pau Casals;8
03;PLAZA BIRIBILA - OTXARKOAGA;3210;Jesús Galíndez / Adoratrices;4
03;PLAZA BIRIBILA - OTXARKOAGA;3211;Jesús Galíndez / Txomin Garat;6
03;PLAZA BIRIBILA - OTXARKOAGA;3212;Jesús Galíndez 24 / Gabriel Aresti;7
03;PLAZA BIRIBILA - OTXARKOAGA;3214;Jesús Galíndez 3 / Colegio Alemán;6
03;PLAZA BIRIBILA - OTXARKOAGA;3230;Zumalacárregui / (Makua);7
03;PLAZA BIRIBILA - OTXARKOAGA;4104;Begoñako Basilika;4
03;PLAZA BIRIBILA - OTXARKOAGA;4109;Zumalacárregui 38;3
03;PLAZA BIRIBILA - OTXARKOAGA;5103;Ernesto Erkoreka 8;7
03;PLAZA BIRIBILA - OTXARKOAGA;5105;Puente del Arenal;7
03;PLAZA BIRIBILA - OTXARKOAGA;5108;Sendeja (5);5
03;PLAZA BIRIBILA - OTXARKOAGA;5111;Zumalacárregui / (T.Zubiria);0
03;PLAZA BIRIBILA - OTXARKOAGA;6127;Plaza Biribila / Navarra;7
10;ELORRIETA - PLAZA BIRIBILA;1101;L. Aguirre 149;0
10;ELORRIETA - PLAZA BIRIBILA;1102;L. Aguirre 154;10
10;ELORRIETA - PLAZA BIRIBILA;1103;L. Aguirre 161;13
10;ELORRIETA - PLAZA BIRIBILA;1104;L. Aguirre 172 / Levante pl.;11
10;ELORRIETA - PLAZA BIRIBILA;1105;L. Aguirre 179;12
10;ELORRIETA - PLAZA BIRIBILA;1201;I. Ellacuria / Elorrieta;9
10;ELORRIETA - PLAZA BIRIBILA;1301;L. Aguirre (89) / Sarriko;7
10;ELORRIETA - PLAZA BIRIBILA;1302;L. Aguirre / Ugarteko;7
10;ELORRIETA - PLAZA BIRIBILA;1303;L. Aguirre 135 / (Residencia);1
10;ELORRIETA - PLAZA BIRIBILA;1304;L. Aguirre 140 / Residencia;9
10;ELORRIETA - PLAZA BIRIBILA;1305;L. Aguirre 81;3
10;ELORRIETA - PLAZA BIRIBILA;1412;L. Aguirre / (Ugarteko);4
10;ELORRIETA - PLAZA BIRIBILA;1413;L. Aguirre / Hizkuntza Eskola;7
10;ELORRIETA - PLAZA BIRIBILA;1414;L. Aguirre / (Bidarte);5
10;ELORRIETA - PLAZA BIRIBILA;1415;L. Aguirre 42 / Bidarte;4
10;ELORRIETA - PLAZA BIRIBILA;1423;San Pedro / Eliza;2
10;ELORRIETA - PLAZA BIRIBILA;1424;San Pío X / F.Maciá;9
10;ELORRIETA - PLAZA BIRIBILA;1425;San Pío X / H.Aguirre;1
10;ELORRIETA - PLAZA BIRIBILA;6107;Deustuko Zubia / Zubiarte;10
10;ELORRIETA - PLAZA BIRIBILA;6109;Elcano 2;12
10;ELORRIETA - PLAZA BIRIBILA;6110;Elcano 3;9
10;ELORRIETA - PLAZA BIRIBILA;6113;Gran Vía 7;1
10;ELORRIETA - PLAZA BIRIBILA;6114;Gran Vía 36;7
10;ELORRIETA - PLAZA BIRIBILA;6115;Gran Vía 37;15
10;ELORRIETA - PLAZA BIRIBILA;6117;Gran Vía 8;0
10;ELORRIETA - PLAZA BIRIBILA;6125;Museo 1 / Henao;11
10;ELORRIETA - PLAZA BIRIBILA;6126;Plaza Biribila / Gran Vía;0
10;ELORRIETA - PLAZA BIRIBILA;6204;Deustuko Zubia;13
10;ELORRIETA - PLAZA BIRIBILA;6219;Moyúa 4;14
11;DEUSTU - ATXURI;1402;Blas de Otero (23) / Anbulatorioa;11
11;DEUSTU - ATXURI;1403;Blas de Otero (57);13
11;DEUSTU - ATXURI;1404;Botika Zaharra / (H.de la Torre);3
11;DEUSTU - ATXURI;1405;Botika Zaharra / Deustuko Zubia;0
11;DEUSTU - ATXURI;1407;Botika Zaharra / H.de la Torre;11
11;DEUSTU - ATXURI;1408;Botika Zaharra 1;9
11;DEUSTU - ATXURI;1414;L. Aguirre / (Bidarte);27
11;DEUSTU - ATXURI;1416;Luis Power (18) / Anbulatorioa;1
11;DEUSTU - ATXURI;1417;Luis Power (4) / Kiroldegia;2
11;DEUSTU - ATXURI;1418;Madariaga / (Basabe);16
11;DEUSTU - ATXURI;1419;Madariaga / (La Salle);15
11;DEUSTU - ATXURI;1420;Madariaga / Basabe;24
11;DEUSTU - ATXURI;1421;Madariaga / La Salle;25
11;DEUSTU - ATXURI;1426;Unibertsitate (24);6
11;DEUSTU - ATXURI;1427;Unibertsitate 24;8
11;DEUSTU - ATXURI;1428;Sagrada Familia / (Salesianos);26
11;DEUSTU - ATXURI;2101;Campo Volantín (21);10
11;DEUSTU - ATXURI;2102;Campo Volantín (4);11
11;DEUSTU - ATXURI;2103;Campo Volantín / La Salve;7
11;DEUSTU - ATXURI;2105;Campo Volantín 23;4
11;DEUSTU - ATXURI;2108;Ernesto Erkoreka / Udaletxea;3
11;DEUSTU - ATXURI;2109;La Salve / Igogailua;8
11;DEUSTU - ATXURI;5101;Arenal / (San Nicolás);13
11;DEUSTU - ATXURI;5106;Ribera / Merkatua;25
11;DEUSTU - ATXURI;5108;Sendeja (5);13
11;DEUSTU - ATXURI;5110;Viuda de Epalza 1 / San Nicolás;1
11;DEUSTU - ATXURI;5405;Dieciséis de Agosto;24
11;DEUSTU - ATXURI;5601;Olano (4);18
11;DEUSTU - ATXURI;5701;Cortes (2);17
11;DEUSTU - ATXURI;5704;Muelle de la Merced 3;16
13;SAN IGNAZIO - TXURDINAGA;1101;L. Aguirre 149;11
13;SAN IGNAZIO - TXURDINAGA;1102;L. Aguirre 154;15
13;SAN IGNAZIO - TXURDINAGA;1103;L. Aguirre 161;10
13;SAN IGNAZIO - TXURDINAGA;1104;L. Aguirre 172 / Levante pl.;0
13;SAN IGNAZIO - TXURDINAGA;1105;L. Aguirre 179;9
13;SAN IGNAZIO - TXURDINAGA;1301;L. Aguirre (89) / Sarriko;14
13;SAN IGNAZIO - TXURDINAGA;1302;L. Aguirre / Ugarteko;12
13;SAN IGNAZIO - TXURDINAGA;1303;L. Aguirre 135 / (Residencia);0
13;SAN IGNAZIO - TXURDINAGA;1304;L. Aguirre 140 / Residencia;15
13;SAN IGNAZIO - TXURDINAGA;1305;L. Aguirre 81;1
13;SAN IGNAZIO - TXURDINAGA;1412;L. Aguirre / (Ugarteko);2
13;SAN IGNAZIO - TXURDINAGA;1413;L. Aguirre / Hizkuntza Eskola;6
13;SAN IGNAZIO - TXURDINAGA;1414;L. Aguirre / (Bidarte);3
13;SAN IGNAZIO - TXURDINAGA;1415;L. Aguirre 42 / Bidarte;11
13;SAN IGNAZIO - TXURDINAGA;1423;San Pedro / Eliza;9
13;SAN IGNAZIO - TXURDINAGA;1424;San Pío X / F.Maciá;8
13;SAN IGNAZIO - TXURDINAGA;1425;San Pío X / H.Aguirre;7
13;SAN IGNAZIO - TXURDINAGA;2301;Maurice Ravel / C.Jardín;10
13;SAN IGNAZIO - TXURDINAGA;2403;Maurice Ravel / (Mirador);3
13;SAN IGNAZIO - TXURDINAGA;2404;Maurice Ravel / Mirador;8
13;SAN IGNAZIO - TXURDINAGA;2405;Maurice Ravel 20 / Telefónica;6
13;SAN IGNAZIO - TXURDINAGA;2406;Maurice Ravel 7 / (Telefónica);5
13;SAN IGNAZIO - TXURDINAGA;2407;Músico Guridi;6
13;SAN IGNAZIO - TXURDINAGA;2503;Artzain Onaren 4;4
13;SAN IGNAZIO - TXURDINAGA;2504;San Isidro;2
13;SAN IGNAZIO - TXURDINAGA;2508;Zumalacárregui 105;4
13;SAN IGNAZIO - TXURDINAGA;3201;Artalandio 1 / Dr.Ornilla;10
13;SAN IGNAZIO - TXURDINAGA;3217;Julián Gaiarre 10;6
13;SAN IGNAZIO - TXURDINAGA;3220;Julián Gaiarre 36;6
13;SAN IGNAZIO - TXURDINAGA;3223;Julián Gaiarre 82;9
13;SAN IGNAZIO - TXURDINAGA;3228;Txomin Garat 9 / Anbulatorioa;13
13;SAN IGNAZIO - TXURDINAGA;3229;Zabalbide (61);0
13;SAN IGNAZIO - TXURDINAGA;4105;Makua;10
13;SAN IGNAZIO - TXURDINAGA;4109;Zumalacárregui 38;8
13;SAN IGNAZIO - TXURDINAGA;4202;Circo Amateur / Kiroldegia;13
13;SAN IGNAZIO - TXURDINAGA;4207;Iturriaga / Basarrate;1
13;SAN IGNAZIO - TXURDINAGA;4214;Zumalacárregui 56;11
13;SAN IGNAZIO - TXURDINAGA;4302;Circo Amateur (Kiroldegia);4
13;SAN IGNAZIO - TXURDINAGA;4303;Circo Amateur / Bolueta;4
13;SAN IGNAZIO - TXURDINAGA;4304;Cocherito de Bilbao 14;2
13;SAN IGNAZIO - TXURDINAGA;6101;Alda Recalde 11;0
13;SAN IGNAZIO - TXURDINAGA;6102;Alda Recalde 12;1
13;SAN IGNAZIO - TXURDINAGA;6103;Alda Recalde 31;14
13;SAN IGNAZIO - TXURDINAGA;6107;Deustuko Zubia / Zubiarte;9
13;SAN IGNAZIO - TXURDINAGA;6109;Elcano 2;11
13;SAN IGNAZIO - TXURDINAGA;6110;Elcano 3;4
13;SAN IGNAZIO - TXURDINAGA;6125;Museo 1 / Henao;5
13;SAN IGNAZIO - TXURDINAGA;6204;Deustuko Zubia;6
13;SAN IGNAZIO - TXURDINAGA;6219;Moyúa 4;12
18;SAN IGNAZIO - ZORROTZA;1101;L. Aguirre 149;12
18;SAN IGNAZIO - ZORROTZA;1101;L. Aguirre 149;12
18;SAN IGNAZIO - ZORROTZA;1102;L. Aguirre 154;23
18;SAN IGNAZIO - ZORROTZA;1102;L. Aguirre 154;23
18;SAN IGNAZIO - ZORROTZA;1103;L. Aguirre 161;11
18;SAN IGNAZIO - ZORROTZA;1103;L. Aguirre 161;11
18;SAN IGNAZIO - ZORROTZA;1104;L. Aguirre 172 / Levante pl.;0
18;SAN IGNAZIO - ZORROTZA;1104;L. Aguirre 172 / Levante pl.;0
18;SAN IGNAZIO - ZORROTZA;1105;L. Aguirre 179;9
18;SAN IGNAZIO - ZORROTZA;1105;L. Aguirre 179;9
18;SAN IGNAZIO - ZORROTZA;1301;L. Aguirre (89) / Sarriko;20
18;SAN IGNAZIO - ZORROTZA;1301;L. Aguirre (89) / Sarriko;20
18;SAN IGNAZIO - ZORROTZA;1302;L. Aguirre / Ugarteko;18
18;SAN IGNAZIO - ZORROTZA;1302;L. Aguirre / Ugarteko;18
18;SAN IGNAZIO - ZORROTZA;1303;L. Aguirre 135 / (Residencia);13
18;SAN IGNAZIO - ZORROTZA;1303;L. Aguirre 135 / (Residencia);13
18;SAN IGNAZIO - ZORROTZA;1304;L. Aguirre 140 / Residencia;21
18;SAN IGNAZIO - ZORROTZA;1304;L. Aguirre 140 / Residencia;21
18;SAN IGNAZIO - ZORROTZA;1305;L. Aguirre 81;14
18;SAN IGNAZIO - ZORROTZA;1305;L. Aguirre 81;14
18;SAN IGNAZIO - ZORROTZA;1412;L. Aguirre / (Ugarteko);15
18;SAN IGNAZIO - ZORROTZA;1413;L. Aguirre / Hizkuntza Eskola;2
18;SAN IGNAZIO - ZORROTZA;1413;L. Aguirre / Hizkuntza Eskola;2
18;SAN IGNAZIO - ZORROTZA;1414;L. Aguirre / (Bidarte);1
18;SAN IGNAZIO - ZORROTZA;1414;L. Aguirre / (Bidarte);1
18;SAN IGNAZIO - ZORROTZA;1415;L. Aguirre 42 / Bidarte;17
18;SAN IGNAZIO - ZORROTZA;1415;L. Aguirre 42 / Bidarte;17
18;SAN IGNAZIO - ZORROTZA;1423;San Pedro / Eliza;15
18;SAN IGNAZIO - ZORROTZA;1423;San Pedro / Eliza;15
18;SAN IGNAZIO - ZORROTZA;1424;San Pío X / F.Maciá;5
18;SAN IGNAZIO - ZORROTZA;1424;San Pío X / F.Maciá;5
18;SAN IGNAZIO - ZORROTZA;1425;San Pío X / H.Aguirre;13
18;SAN IGNAZIO - ZORROTZA;1425;San Pío X / H.Aguirre;13
18;SAN IGNAZIO - ZORROTZA;6107;Deustuko Zubia / Zubiarte;6
18;SAN IGNAZIO - ZORROTZA;6109;Elcano 2;8
18;SAN IGNAZIO - ZORROTZA;6109;Elcano 2;8
18;SAN IGNAZIO - ZORROTZA;6111;Gral. Concha 2 / P.Eguillor;11
18;SAN IGNAZIO - ZORROTZA;6111;Gral. Concha 2 / P.Eguillor;11
18;SAN IGNAZIO - ZORROTZA;6112;Gral. Concha 26;14
18;SAN IGNAZIO - ZORROTZA;6125;Museo 1 / Henao;11
18;SAN IGNAZIO - ZORROTZA;6125;Museo 1 / Henao;11
18;SAN IGNAZIO - ZORROTZA;6202;Autonomía 22;16
18;SAN IGNAZIO - ZORROTZA;6202;Autonomía 22;16
18;SAN IGNAZIO - ZORROTZA;6203;Autonomía 50;18
18;SAN IGNAZIO - ZORROTZA;6203;Autonomía 50;18
18;SAN IGNAZIO - ZORROTZA;6204;Deustuko Zubia;12
18;SAN IGNAZIO - ZORROTZA;6215;Iparraguirre (42) / Bizkaia pl.;7
18;SAN IGNAZIO - ZORROTZA;6216;Iparraguirre 29;8
18;SAN IGNAZIO - ZORROTZA;6216;Iparraguirre 29;8
18;SAN IGNAZIO - ZORROTZA;6219;Moyúa 4;9
18;SAN IGNAZIO - ZORROTZA;6219;Moyúa 4;9
18;SAN IGNAZIO - ZORROTZA;7103;Autonomía 13;17
18;SAN IGNAZIO - ZORROTZA;7103;Autonomía 13;17
18;SAN IGNAZIO - ZORROTZA;7104;Autonomía 43;4
18;SAN IGNAZIO - ZORROTZA;7104;Autonomía 43;4
18;SAN IGNAZIO - ZORROTZA;8111;Montevideo / (Ospitalea);14
18;SAN IGNAZIO - ZORROTZA;8111;Montevideo / (Ospitalea);14
18;SAN IGNAZIO - ZORROTZA;8112;Montevideo / Ospitalea;22
18;SAN IGNAZIO - ZORROTZA;8112;Montevideo / Ospitalea;22
18;SAN IGNAZIO - ZORROTZA;8113;Montevideo / Santa Ana;13
18;SAN IGNAZIO - ZORROTZA;8113;Montevideo / Santa Ana;13
18;SAN IGNAZIO - ZORROTZA;8122;Basurto / Briñas;21
18;SAN IGNAZIO - ZORROTZA;8123;Basurto / Aita Donostia;1
18;SAN IGNAZIO - ZORROTZA;8204;Montevideo / (Santa Ana);0
18;SAN IGNAZIO - ZORROTZA;8204;Montevideo / (Santa Ana);0
18;SAN IGNAZIO - ZORROTZA;8205;Montevideo / Olabeaga;1
18;SAN IGNAZIO - ZORROTZA;8501;Fray Juan 35;6
18;SAN IGNAZIO - ZORROTZA;8502;Fray Juan 11;7
18;SAN IGNAZIO - ZORROTZA;8502;Fray Juan 11;7
18;SAN IGNAZIO - ZORROTZA;8503;Zazpilanda / Bidegain;2
18;SAN IGNAZIO - ZORROTZA;8503;Zazpilanda / Bidegain;2
18;SAN IGNAZIO - ZORROTZA;8504;Zazpilanda / Mendigain;0
18;SAN IGNAZIO - ZORROTZA;8504;Zazpilanda / Mendigain;0
18;SAN IGNAZIO - ZORROTZA;8505;Zazpilanda / Pinadia;1
18;SAN IGNAZIO - ZORROTZA;8505;Zazpilanda / Pinadia;1
18;SAN IGNAZIO - ZORROTZA;8506;Zazpilanda 7;0
18;SAN IGNAZIO - ZORROTZA;8506;Zazpilanda 7;0
18;SAN IGNAZIO - ZORROTZA;8507;Zorrotzabaso (12);0
18;SAN IGNAZIO - ZORROTZA;8507;Zorrotzabaso (12);0
18;SAN IGNAZIO - ZORROTZA;8509;Zorrotza-Kastrexana 25;3
18;SAN IGNAZIO - ZORROTZA;8509;Zorrotza-Kastrexana 25;3
18;SAN IGNAZIO - ZORROTZA;8510;Zorrotza-Kastrexana 4;0
18;SAN IGNAZIO - ZORROTZA;8510;Zorrotza-Kastrexana 4;0
22;SARRIKUE - ATXURI;2104;Campo Volantín 13;3
22;SARRIKUE - ATXURI;2108;Ernesto Erkoreka / Udaletxea;3
22;SARRIKUE - ATXURI;2202;Kristo 1;4
22;SARRIKUE - ATXURI;2205;Ricardo Arregui 33;6
22;SARRIKUE - ATXURI;2206;Tiboli 12;5
22;SARRIKUE - ATXURI;2401;Aldamiz Mendia / Telefónica;9
22;SARRIKUE - ATXURI;2402;Izaro Mendia 8;8
22;SARRIKUE - ATXURI;2409;Trauko (5);7
22;SARRIKUE - ATXURI;2411;Vía Vieja de Lezama / Nueva Aurora;10
22;SARRIKUE - ATXURI;2415;Zumalacárregui / T.Zubiria;2
22;SARRIKUE - ATXURI;2501;Andramaria;15
22;SARRIKUE - ATXURI;2502;Arabella;0
22;SARRIKUE - ATXURI;2504;San Isidro;12
22;SARRIKUE - ATXURI;2507;Vía Vieja de Lezama 35;12
22;SARRIKUE - ATXURI;2508;Zumalacárregui 105;0
22;SARRIKUE - ATXURI;2510;Zurbaranbarri;13
22;SARRIKUE - ATXURI;2601;Sarrikue;9
22;SARRIKUE - ATXURI;2602;Zabalbide (112) / Arabella;11
22;SARRIKUE - ATXURI;5101;Arenal / (San Nicolás);6
22;SARRIKUE - ATXURI;5106;Ribera / Merkatua;10
22;SARRIKUE - ATXURI;5108;Sendeja (5);5
22;SARRIKUE - ATXURI;5110;Viuda de Epalza 1 / San Nicolás;1
22;SARRIKUE - ATXURI;5405;Dieciséis de Agosto;9
22;SARRIKUE - ATXURI;5601;Olano (4);11
22;SARRIKUE - ATXURI;5701;Cortes (2);10
22;SARRIKUE - ATXURI;5704;Muelle de la Merced 3;9
26;URIBARRI - BASURTU/TERMIBUS;2102;Campo Volantín (4);--
26;URIBARRI - BASURTU/TERMIBUS;2104;Campo Volantín 13;--
26;URIBARRI - BASURTU/TERMIBUS;2108;Ernesto Erkoreka / Udaletxea;--
26;URIBARRI - BASURTU/TERMIBUS;2110;Tiboli 1;--
26;URIBARRI - BASURTU/TERMIBUS;2203;Matiko 1;--
26;URIBARRI - BASURTU/TERMIBUS;2204;Matiko 31;--
26;URIBARRI - BASURTU/TERMIBUS;2205;Ricardo Arregui 33;0
26;URIBARRI - BASURTU/TERMIBUS;2206;Tiboli 12;--
26;URIBARRI - BASURTU/TERMIBUS;2408;San Balentin Berriotxoa (1);0
26;URIBARRI - BASURTU/TERMIBUS;2409;Trauko (5);--
26;URIBARRI - BASURTU/TERMIBUS;2410;Trauko 3;0
26;URIBARRI - BASURTU/TERMIBUS;2415;Zumalacárregui / T.Zubiria;0
26;URIBARRI - BASURTU/TERMIBUS;2416;Trauko 14;--
26;URIBARRI - BASURTU/TERMIBUS;5105;Puente del Arenal;0
26;URIBARRI - BASURTU/TERMIBUS;5108;Sendeja (5);--
26;URIBARRI - BASURTU/TERMIBUS;6113;Gran Vía 7;0
26;URIBARRI - BASURTU/TERMIBUS;6114;Gran Vía 36;--
26;URIBARRI - BASURTU/TERMIBUS;6115;Gran Vía 37;--
26;URIBARRI - BASURTU/TERMIBUS;6116;Gran Vía 40;--
26;URIBARRI - BASURTU/TERMIBUS;6117;Gran Vía 8;--
26;URIBARRI - BASURTU/TERMIBUS;6206;Gran Vía 43;--
26;URIBARRI - BASURTU/TERMIBUS;6208;Gran Vía 63;--
26;URIBARRI - BASURTU/TERMIBUS;6211;Gregorio la Revilla 2;--
26;URIBARRI - BASURTU/TERMIBUS;6212;Gregorio la Revilla 22;0
26;URIBARRI - BASURTU/TERMIBUS;6217;Jesusen Bihotza 1;--
26;URIBARRI - BASURTU/TERMIBUS;6221;Urquijo 68;0
26;URIBARRI - BASURTU/TERMIBUS;6222;Urquijo 94;--
26;URIBARRI - BASURTU/TERMIBUS;8115;Termibús;0
26;URIBARRI - BASURTU/TERMIBUS;8116;Torres Quevedo;9
26;URIBARRI - BASURTU/TERMIBUS;8119;Zunzunegui / Termibús;2
27;ARABELLA - BETOLATZA;2301;Maurice Ravel / C.Jardín;5
27;ARABELLA - BETOLATZA;2403;Maurice Ravel / (Mirador);10
27;ARABELLA - BETOLATZA;2404;Maurice Ravel / Mirador;4
27;ARABELLA - BETOLATZA;2405;Maurice Ravel 20 / Telefónica;2
27;ARABELLA - BETOLATZA;2406;Maurice Ravel 7 / (Telefónica);11
27;ARABELLA - BETOLATZA;2407;Músico Guridi;12
27;ARABELLA - BETOLATZA;2501;Andramaria;0
27;ARABELLA - BETOLATZA;2502;Arabella;9
27;ARABELLA - BETOLATZA;2503;Artzain Onaren 4;0
27;ARABELLA - BETOLATZA;2504;San Isidro;11
27;ARABELLA - BETOLATZA;2505;Vía Vieja de Lezama / Iturriondo;17
27;ARABELLA - BETOLATZA;2506;Vía Vieja de Lezama 2;16
27;ARABELLA - BETOLATZA;2508;Zumalacárregui 105;13
27;ARABELLA - BETOLATZA;2510;Zurbaranbarri;18
27;ARABELLA - BETOLATZA;5104;Párroco Ugaz / Rotonda;14
27;ARABELLA - BETOLATZA;6101;Alda Recalde 11;7
27;ARABELLA - BETOLATZA;6102;Alda Recalde 12;7
27;ARABELLA - BETOLATZA;6103;Alda Recalde 31;5
27;ARABELLA - BETOLATZA;6116;Gran Vía 40;11
27;ARABELLA - BETOLATZA;6205;Gran Vía 41;3
27;ARABELLA - BETOLATZA;6211;Gregorio la Revilla 2;0
27;ARABELLA - BETOLATZA;6212;Gregorio la Revilla 22;4
27;ARABELLA - BETOLATZA;6214;Gregorio la Revilla 36;6
27;ARABELLA - BETOLATZA;6215;Iparraguirre (42) / Bizkaia pl.;15
27;ARABELLA - BETOLATZA;7106;Gordoniz 22;8
27;ARABELLA - BETOLATZA;7107;Gordoniz 39;4
27;ARABELLA - BETOLATZA;7303;Camilo Villabaso (27);14
27;ARABELLA - BETOLATZA;7308;Gordoniz (54) / Pza Errekalde;2
27;ARABELLA - BETOLATZA;7309;Gordoniz (90);0
27;ARABELLA - BETOLATZA;7310;Gordoniz 36;10
27;ARABELLA - BETOLATZA;7311;Gordoniz 49A;2
27;ARABELLA - BETOLATZA;7314;Goya 7;12
27;ARABELLA - BETOLATZA;7501;Altube 12;15
27;ARABELLA - BETOLATZA;7502;Betolatza 41;10
27;ARABELLA - BETOLATZA;7503;Betolatza 51;9
27;ARABELLA - BETOLATZA;7508;Circunvalación 1;17
27;ARABELLA - BETOLATZA;7509;Circunvalación 12;16
27;ARABELLA - BETOLATZA;7510;Uretamendi / Plaza;17
27;ARABELLA - BETOLATZA;7602;Iturrigorribidea 37;14
30;TXURDINAGA -MIRIBILLA;2202;Kristo 1;12
30;TXURDINAGA -MIRIBILLA;2415;Zumalacárregui / T.Zubiria;10
30;TXURDINAGA -MIRIBILLA;2504;San Isidro;5
30;TXURDINAGA -MIRIBILLA;2508;Zumalacárregui 105;7
30;TXURDINAGA -MIRIBILLA;3201;Artalandio 1 / Dr.Ornilla;0
30;TXURDINAGA -MIRIBILLA;3205;Fernando Jiménez 12;9
30;TXURDINAGA -MIRIBILLA;3219;Julián Gaiarre 33 / Artalandio;8
30;TXURDINAGA -MIRIBILLA;3220;Julián Gaiarre 36;11
30;TXURDINAGA -MIRIBILLA;3223;Julián Gaiarre 82;12
30;TXURDINAGA -MIRIBILLA;3224;Ondarroa / Parkea;9
30;TXURDINAGA -MIRIBILLA;3225;Txomin Garat 12 / (Anbulatorioa);5
30;TXURDINAGA -MIRIBILLA;3226;Txomin Garat 4;4
30;TXURDINAGA -MIRIBILLA;3227;Txomin Garat 40 / Residencia;6
30;TXURDINAGA -MIRIBILLA;3228;Txomin Garat 9 / Anbulatorioa;2
30;TXURDINAGA -MIRIBILLA;3229;Zabalbide (61);3
30;TXURDINAGA -MIRIBILLA;4104;Begoñako Basilika;2
30;TXURDINAGA -MIRIBILLA;4109;Zumalacárregui 38;1
30;TXURDINAGA -MIRIBILLA;5103;Ernesto Erkoreka 8;9
30;TXURDINAGA -MIRIBILLA;5105;Puente del Arenal;1
30;TXURDINAGA -MIRIBILLA;5108;Sendeja (5);12
30;TXURDINAGA -MIRIBILLA;5111;Zumalacárregui / (T.Zubiria);12
30;TXURDINAGA -MIRIBILLA;5801;Dr. Fleming 1;9
30;TXURDINAGA -MIRIBILLA;5802;Juan de Garay 11;0
30;TXURDINAGA -MIRIBILLA;5805;Xenpelar / Zabala;13
30;TXURDINAGA -MIRIBILLA;5806;Zabala 22;9
30;TXURDINAGA -MIRIBILLA;5901;Gernika 1;12
30;TXURDINAGA -MIRIBILLA;5902;Gernika 10;12
30;TXURDINAGA -MIRIBILLA;5903;Gernika 11;10
30;TXURDINAGA -MIRIBILLA;5904;Gernika 23;9
30;TXURDINAGA -MIRIBILLA;5905;Gernika 24;13
30;TXURDINAGA -MIRIBILLA;5916;Xenpelar / Trav.Zabala;11
30;TXURDINAGA -MIRIBILLA;6119;Hurtado Amézaga 2 / (Geltokia-Estación);3
30;TXURDINAGA -MIRIBILLA;6120;Hurtado Amézaga 15;3
30;TXURDINAGA -MIRIBILLA;6121;Hurtado Amézaga 50;6
30;TXURDINAGA -MIRIBILLA;6123;Juan de Garay 7;1
30;TXURDINAGA -MIRIBILLA;6127;Plaza Biribila / Navarra;15
34;OTXARKOAGA - SANTUTXU;3104;Langaran (3) / Merkatua;0
34;OTXARKOAGA - SANTUTXU;3105;Langaran 44;5
