Codigo linea;Descripcion linea;Sentido;Numero parada;Codigo parada;Parada;Zona;Correspondencias
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;1;6130;Gran Vía 2;;A1,01,10,40
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;2;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;3;6114;Gran Vía 36;Gran Via-Metro Moyua;A7,01,10,26,28,56,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;4;6116;Gran Vía 40;Gran Via-G. Civil;26,27,28,38,48,56,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;5;6211;Gregorio la Revilla 2;Gregorio de la Revilla-Pl. Campuzano;26,27,28,38,48,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;6;6212;Gregorio la Revilla 22;Gregorio de la Revilla-Part.Indautxu;26,27,28,38,48,72,77
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;7;6214;Gregorio la Revilla 36;Gregorio de la Revilla-Perez Galdos;27,38,48,72,77,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;8;6203;Autonomía 50;Autonomia-Escuelas;18,38,48,58,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;9;8122;Basurto / Briñas;Basurtu-Kastrexana;18,28,38,48,57,58,80,85,88
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;10;8114;Ospitalea;Av. Montevideo-Hospital;28,48,57,58,80
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;11;8104;Basurtubekoa / Iparralde;Basurtu-Kastrexana-Bentazarra;48,58
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;12;8305;Basurtugorta 1;Basurtu-Kastrexana-Bentazarra;48,58
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;13;8301;Auntzetxeta (18);Basurtu-Kastrexana-Bentazarra;48,58
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;14;8304;Auntzetxeta 7;Basurtu-Kastrexana-Bentazarra;48,58
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;15;8309;Lezeaga 9;Basurtu-Kastrexana-Bentazarra;58
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;16;8105;Basurtu-Kastrexana (65);Basurtu-Kastrexana-Bentazarra;28,58,80
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;17;8401;Basurtu-Kastrexana (123) / Albergue;Basurtu-Kastrexana;28,58,80
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;18;8602;Basurtu-Kastrexana / (Altamira);Bº Altamira-Entrada;28,58,80
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;19;8601;Altamira;Bº Altamira;2828RF,58,80
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;20;8507;Zorrotzabaso (12);Mendigain-Siete Campas;18,85
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;21;8505;Zazpilanda / Pinadia;Mendigain-Siete Campas;18,85
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;22;8503;Zazpilanda / Bidegain;Grupo Zazpi-Landa;18,85
G6;ALTAMIRA/ZORROTZA - PLAZA BIRIBILA;Plaza Biribila/GV - Altamira/Zorrotza;23;8509;Zorrotza-Kastrexana 25;Zorrotza-Kastrexana-Astillero;18,85,88
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;1;4305;Sagarmínaga 32 / Eskola;Sagarminaga-Mina del Morro;40
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;2;4002;Santa Lucia 2;;
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;3;4208;Iturriaga 58 / L. Briñas Eskola;Iturriaga-Colg. Luis Briñas;34,43,48
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;4;4209;Santa Klara (12);;48
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;5;5305;Zabalbide 41;Zabalbide-Telefonica;40,48
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;6;5304;Zabalbide (32);Zabalbide-Fica;A2
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;7;5306;Zabalbide 7;Zabalbide-Fica;A2
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;8;5106;Ribera / Merkatua;Mercado de la Ribera;A2,11,22,40,56,58,72,75,77,85
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;9;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,75,77,85
G7;MINA DEL MORRO - PLAZA BIRIBILA;Mina del Morro - P. Biribila/GV;10;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,72,77
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;1;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,72,77
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;2;6129;Ayala(2);Gran Via-Metro Moyua;A1,40
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;3;5102;Arenal / Arriaga;Puente de el Arenal;56,75,77,85
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;4;5704;Muelle de la Merced 3;Conde Mirasol con Marzana;11,22,56,72,75,77,85
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;5;5701;Cortes (2);Pl. Corazon de Maria;11,22,56,58,72,75,77,85
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;6;5601;Olano (4);;11,22,56,58,72,75,77,85
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;7;5406;Santos Juanes 4;Pl. Santos Juanes;77
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;8;5401;Atxuri (15) / Geltokia-Estación;Atxuri;77
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;9;5402;Atxuri (49);Atxuri;77
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;10;4206;Indalecio Prieto 16;Mina del Morro;77
G7;MINA DEL MORRO - PLAZA BIRIBILA;P.Biribila/GV -  Mina del Morro;11;4305;Sagarmínaga 32 / Eskola;Sagarminaga-Mina del Morro;40
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;1;1604;Ganeta Mendia (7);Arangoiti-Egileor;01
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;2;1605;Miramarbidea / Eskola;Arangoiti-Colegio;A6,01
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;3;1702;Miramarbidea (47);Arangoiti-Colegio;A6,01
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;4;1703;Miramarbidea / Aranekobidea;Arangoiti-Colegio;A6,01
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;5;1306;Ugarteko / Ibarrekolanda;Lehendakari Aguirre-Sarriko;01
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;6;1414;L. Aguirre / (Bidarte);Lehendakari Aguirre-Bidarte;A4,01,10,11,13,18,71
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;7;1413;L. Aguirre / Hizkuntza Eskola;Lehendakari Aguirre-Pl. S. Pedro;01,10,13,18,71
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;8;1405;Botika Zaharra / Deustuko Zubia;Botica Vieja-Bajos Puente Deusto;11,71
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;9;1426;Unibertsitate (24);Av. Universidades-Universidad;11,71
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;10;2109;La Salve / Igogailua;Campo Volantin-Pte.La Salve;11,71
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;11;2101;Campo Volantín (21);Campo Volantin-Hotel Nervion;11,71
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;12;2102;Campo Volantín (4);Campo Volantin-Ayuntamiento;11,26,28,71,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;13;5108;Sendeja (5);Sendeja-Tinglados;A1,A7,03,11,22,26,28,30,71,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;14;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,75,77,85
G8;ARANGOITI - PLAZA BIRIBILA;Arangoiti - Plaza Biribila/GV;15;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;1;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;2;5110;Viuda de Epalza 1 / San Nicolás;Vda. Epalza-San Nicolas;11,22,62,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;3;2108;Ernesto Erkoreka / Udaletxea;Campo Volantin-Ayuntamiento;11,22,26,28,71,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;4;2104;Campo Volantín 13;Campo Volantin-Hotel Nervion;22,26,28,72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;5;2107;Castaños / Funikularra;Castaños-Funicular;72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;6;2111;Tristán de Leguizamón 5;Huertas de la Villa;72,77
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;7;2103;Campo Volantín / La Salve;Campo Volantin-Pte.La Salve;11,71
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;8;1427;Unibertsitate 24;Av. Universidades-Universidad;11,71
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;9;1410;Hermanos Aguirre / Unibertsitatea;Hermanos Aguirre;71
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;10;1423;San Pedro / Eliza;Lehendakari Aguirre-Pl. S. Pedro;A6,A7,01,10,13,18,71
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;11;1415;L. Aguirre 42 / Bidarte;Lehendakari Aguirre-Bidarte;A7,01,10,13,18,71
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;12;1411;Ibarrekolanda 19;Lehendakari Aguirre-Sarriko;A7,01
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;13;1701;Aranekobidea / Cementerio;Arangoiti-Colegio;A6,01
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;14;1401;Araneko (22);Arangoiti-Araneko;A6,01
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;15;1601;Araneko 17;Arangoiti-Araneko;A6,01
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;16;1603;Egileor 4;Arangoiti-Egileor;01
G8;ARANGOITI - PLAZA BIRIBILA;Plaza Biribila/GV - Arangoiti;17;1604;Ganeta Mendia (7);Arangoiti-Egileor;01
